2386069;PYYZ1195;GigabitEthernet0/1.55;512;APCN
2386068;PYYJ022;Serial0/0/0.101;128;APCN
2386067;PYYC337;ATM0.1-aal5 layer;2000;APCN
2386066;PYUL655;GigabitEthernet0/1.60;10000;APCN
2386066;PYUL656;GigabitEthernet0/1.412;10000;APCN
2386060;PXPL006;Tunnel1111;2048;APCN
2386061;PXRE214;GigabitEthernet0/1.154;6000;APCN
2386061;PXRE215;GigabitEthernet0/1.184;6000;APCN
2386062;PYGJ002;Tunnel0;8192;APCN
2386063;PYKF054;Tunnel0;7168;APCN
2386064;PYQT014;Tunnel0;576;APCN
2386065;PYTZ125;Tunnel0;8192;APCN
2386057;PVSA019;Tunnel0;128;APCN
2386058;PVVO082;GigabitEthernet0/0.8;384;APCN
2386058;PVVO056;FastEthernet0/1.21;128;APCN
2386059;PWTB001;Tunnel0;;APCN
2386055;PVLI022;Tunnel0;512;APCN
2386056;PVSA019;Tunnel0;576;APCN
2386053;PTLH079;Tunnel0;8192;APCN
2386054;PVER064;Tunnel0;576;APCN
2386047;PSHO001;Serial0/0/0.101;1024;APCN
2386048;PSIN5294;Tunnel0;512;APCN
2386052;PSZG199;FastEthernet0/1.182;256;APCN
2386051;PSVD025;GigabitEthernet0/0.584;512;APCN
2386050;PSVD022;ATM0.1-aal5 layer;64;APCN
2386049;PSSG054;GigabitEthernet0/0/1.704;1000;APCN
2386045;PSEL904;Serial0/0.101;128;APCN
2386045;PSEL905;Serial0/0.101;128;APCN
2386046;PSEL904;Serial0/0/0.101;128;APCN
2386046;PSEL905;Serial0/0/0.101;128;APCN
2386039;PRIC201;Tunnel0;5120;APCN
2386040;PRLG041;GigabitEthernet0/1.789;1000;APCN
2386040;PRLG074;ATM0.101-aal5 layer;8192;APCN
2386041;PRMF001;FastEthernet0/1.1710;512;APCN
2386041;PRMF005;Tunnel0;8192;APCN
2386042;PRNO045;Tunnel0;2048;APCN
2386043;PSBD011;Tunnel0;64;APCN
2386044;PSEA080;GigabitEthernet0/0/2.21;1024;APCN
2386044;PSEA081;GigabitEthernet0/0/2.60;1000;APCN
2386038;PQRI004;Tunnel0;1000;APCN
2386037;PPEG048;Tunnel0;1024;APCN
2386036;PORD199;GigabitEthernet0/0/0.234;512;APCN
2386035;POKJ068;Tunnel0;8192;APCN
