Device_name;Interface_name;Interface_Descr;BandWidth;Remote_Device;ORD__Customer_code;ORD__Customer_name
"PWRO4922";"gigabitethernet3";"-- trunk to EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PWRO4922";"gigabitethernet4";"-- trunk to other EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PWRO4922";"gigabitethernet5";"-- trunk to distribution external switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PWRO4922";"gigabitethernet6";"-- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PWRO4922";"gigabitethernet7";"-- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PWRO4922";"gigabitethernet9";"-- For APH shared internet";"1000000";"-";"57617";"aph type 2 infrastructure"
"PWRO4923";"gigabitethernet3";"-- trunk to EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PWRO4923";"gigabitethernet4";"-- trunk to other EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PWRO4923";"gigabitethernet5";"-- trunk to distribution external switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PWRO4923";"gigabitethernet6";"-- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PWRO4923";"gigabitethernet7";"-- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PWRO4923";"gigabitethernet9";"-- For APH shared internet";"1000000";"-";"57617";"aph type 2 infrastructure"
"PXPL003";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PXPL004";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PYEG089";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PYEG090";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PYQB227";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PYUL323";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PYUL324";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PYUL324";"gigabitethernet0/0/0";"-";"1000000";"-";"53849";"airporthub"
"PYUL334";"serial0/0";"--- XNR= DNA=4131448 MTN Port=";"1536";"-";"53849";"airporthub"
"PYUL334";"serial0/1";"-";"1544";"-";"53849";"airporthub"
"PYUL534";"serial0/0/0";"-";"1544";"-";"53847";"sita cso sc"
"PYUL535";"serial0/0/1";"-";"1544";"-";"53847";"sita cso sc"
"PYVR184";"fastethernet3/1";"-";"100000";"-";"53849";"airporthub"
"PYVR184";"serial1/0";"--- XNR = 741021A DNA = 4135024 MTN Port =";"1536";"-";"53849";"airporthub"
"PYVR184";"serial1/1";"--- XNR=801020J DNA=4135040 MTN Port=";"1536";"-";"53849";"airporthub"
"PYVR184";"serial1/2";"--- XNR=1103094H DNA=4135166 MTN Port=";"1536";"-";"53849";"airporthub"
"PYVR184";"serial1/3";"--- XNR = 1120649H DNA = 4135169 MTN Port =";"1536";"-";"53849";"airporthub"
"PYVR513";"gigabitethernet3";"WAN1 ORCH=RESEAU";"1000000";"WAN1";"53849";"airporthub"
"PYYC344";"gigabitethernet0";"-";"1000000";"-";"57617";"aph type 2 infrastructure"
"PYYC345";"gigabitethernet0";"-";"1000000";"-";"57617";"aph type 2 infrastructure"
"PYYZ482";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PYYZ482";"gigabitethernet0/0/2";"-";"1000000";"-";"53849";"airporthub"
"PYYZ482";"gigabitethernet0/0/3";"-";"1000000";"-";"53849";"airporthub"
"PZAG578";"gigabitethernet0/2";"-";"1000000";"-";"53849";"airporthub"
"PZQN009";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PZQN010";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PZRH2258";"gigabitethernet3";"WAN1 ORCH=RESEAU";"1000000";"WAN1";"53849";"airporthub"
